customer_id,first_name,last_name,email,phone,city,registration_date,loyalty_tier,birth_year
2965,Piret,Toom,piret.toom@gmail.com,+372 8787 4243,Tallinn,2025-02-16,silver,1967
2966,Anu,Liiv,anu.liiv@mail.ee,+372 5699 1777,Tallinn,2022-04-14,silver,1976
2967,Henri,Vaher,henri.vaher@mail.ee,+372 5933 8696,Pärnu,2024-11-09,,1979
2968,Tarmo,Toom,tarmo.toom@telia.ee,+372 5689 6080,Rakvere,2022-12-13,silver,1977
2969,Liina,Kõiv,liina.koiv@outlook.com,+372 5527 7301,Tartu,2023-03-14,silver,1961
2970,Kadri,Lõoke,kadri.looke@outlook.com,+372 5712 5358,Pärnu,2024-06-08,bronze,1978
2971,Tarmo,Kallas,tarmo.kallas@telia.ee,+372 5242 8558,Viljandi,2024-02-16,silver,1973
2972,Pille,Rand,pille.rand@outlook.com,+372 5862 9106,Tartu,2023-02-19,,1994
2973,Karin,Paas,karin.paas@telia.ee,+372 5582 1523,Valga,2020-03-27,bronze,1970
2974,Liis,Järv,,+372 5536 6393,Tallinn,2024-02-16,,1991
2975,Mihkel,Kallas,mihkel.kallas2@outlook.com,+372 5992 3589,Haapsalu,2023-05-22,,1966
2976,Arvo,Lepik,arvo.lepik@telia.ee,+372 5708 4826,Viljandi,2020-04-05,,1993
2977,Rasmus,Rebane,rasmus.rebane@mail.ee,+372 5611 6225,Tallinn,2022-03-14,,1970
2978,Anu,Sild,anu.sild2@yahoo.com,+372 5561 3176,Rakvere,2021-03-02,gold,1960
2979,Kevin,Aas,kevin.aas@gmail.com,+372 5817 3687,Valga,2024-01-26,bronze,1990
2980,Tarmo,Kask,tarmo.kask@telia.ee,+372 8814 1854,Tallinn,2021-06-26,,2005
2981,Sandra,Lepik,sandra.lepik@outlook.com,+372 5608 0012,Tallinn,2023-01-29,silver,1971
2982,Aivar,Paju,,+372 5904 3675,Tartu,2024-12-22,bronze,1964
2983,Liis,Kuusik,liis.kuusik@hot.ee,+372 5659 7396,Tallinn,2022-02-06,,1969
2984,Sirje,Sepp,,+372 5238 3417,Tallinn,2023-07-24,,1973
2985,Karin,Raid,,+372 8468 5760,Tallinn,2023-12-14,bronze,1976
2986,Henri,Pärn,henri.parn@mail.ee,+372 5345 6418,Tallinn,2020-04-21,gold,1989
2987,Ene,Paju,ene.paju@hot.ee,+372 5224 3882,Valga,2021-10-25,bronze,1975
2988,Priit,Veski,,+372 5793 8191,Tartu,2020-01-03,silver,1994
2989,Tiit,Järv,,+372 5540 5010,Pärnu,2022-05-27,,1967
2990,Henri,Pärn,henri.parn@hot.ee,+372 8405 5888,Tallinn,2020-09-18,,1998
2991,Ene,Liiv,,+372 5480 1362,Valga,2020-01-07,silver,2000
2992,Aivar,Must,aivar.must@yahoo.com,+372 5440 3378,Tartu,2024-10-20,bronze,1964
2993,Kevin,Kull,kevin.kull@gmail.com,+372 5957 0521,Tartu,2023-04-03,silver,1984
2994,Merle,Salu,merle.salu@gmail.com,+372 5308 0552,Tallinn,2020-08-19,bronze,1973
2995,Mart,Kuusk,mart.kuusk@gmail.com,+372 5940 9730,Tallinn,2024-01-03,,1960
2996,Rain,Nurk,rain.nurk@mail.ee,+372 5942 5248,Tallinn,2022-12-24,gold,1965
2997,Kevin,Org,kevin.org@yahoo.com,+372 5387 4847,Tallinn,2021-08-09,gold,1990
2998,Raivo,Orav,raivo.orav@outlook.com,+372 5564 1540,Tallinn,2024-05-19,,1961
2999,Annika,Teder,annika.teder@outlook.com,+372 8283 9882,Pärnu,2024-04-16,,1985
3000,Siim,Sepp,siim.sepp@mail.ee,+372 8786 5089,Tallinn,2020-06-03,,1991
3001,Toomas,Lepp,toomas.lepp@yahoo.com,+372 5950 2132,Tallinn,2022-09-28,bronze,1983
3002,Grete,Org,grete.org@yahoo.com,+372 5198 4444,Pärnu,2022-11-24,,1997
3003,Ants,Paas,ants.paas@telia.ee,+372 5404 7588,Tallinn,2021-11-01,silver,1979
3004,Peeter,Puusepp,peeter.puusepp@gmail.com,+372 8705 1535,Tartu,2020-05-07,,1965
3005,Anna,Kull,anna.kull@telia.ee,+372 5724 7906,Tallinn,2022-03-24,silver,2002
3006,Katrin,Arro,katrin.arro@outlook.com,+372 8237 6560,Tartu,2024-04-08,,1979
3007,Riina,Mägi,riina.magi@hot.ee,+372 8246 8235,Tallinn,2022-10-07,silver,1961
3008,Lea,Lill,lea.lill@outlook.com,+372 5337 6012,Tartu,2023-02-08,,2002
3009,Katrin,Kull,,+372 8997 2439,Tallinn,2022-02-03,silver,1973
3010,Sigrid,Tamm,sigrid.tamm@gmail.com,+372 8248 6422,Tallinn,2022-03-25,gold,1965
3011,Ene,Rosin,ene.rosin@hot.ee,+372 5942 3758,Pärnu,2020-05-30,gold,2002
3012,Eha,Kuusk,eha.kuusk@outlook.com,+372 5433 1106,Haapsalu,2020-06-01,bronze,1980
3013,Olev,Kukk,olev.kukk@yahoo.com,+372 5426 8519,Haapsalu,2024-04-19,,1991
3014,Reet,Valk,,+372 5827 8524,Paide,2023-07-02,,1990
3015,Väino,Pihl,vaino.pihl@yahoo.com,+372 5738 0925,Tallinn,2023-01-14,gold,1974
3016,Tiit,Rosin,tiit.rosin@telia.ee,+372 5829 4291,Tartu,2024-12-18,bronze,1994
3017,Triin,Veski,triin.veski@mail.ee,+372 5992 0473,Pärnu,2021-09-22,,1994
3018,Kersti,Kuusk,kersti.kuusk@mail.ee,+372 5524 4960,Kuressaare,2022-10-10,,1967
3019,Erkki,Järv,erkki.jarv@gmail.com,+372 5397 9158,Tartu,2021-06-10,,1964
3020,Maris,Kuusik,maris.kuusik2@telia.ee,+372 5927 0468,Tartu,2021-03-22,,1978
3021,Tarmo,Saar,tarmo.saar@outlook.com,+372 8911 9096,Paide,2024-08-11,,1973
3022,Jaak,Ilves,jaak.ilves@telia.ee,+372 5884 4611,Tallinn,2023-06-01,,2005
3023,Pille,Aas,pille.aas@yahoo.com,+372 5678 8416,Haapsalu,2022-02-17,,1976
3024,Rein,Tammik,rein.tammik@mail.ee,+372 5378 2313,Pärnu,2024-03-19,gold,1989
3025,Aili,Paas,aili.paas@mail.ee,+372 5442 4549,Pärnu,2021-04-19,,1966
3026,Kersti,Kaalep,kersti.kaalep@outlook.com,+372 8450 0112,Valga,2022-10-15,,2001
3027,Sander,Mägi,sander.magi@outlook.com,+372 8716 7964,Paide,2024-11-20,,1999
3028,Sander,Vaher,sander.vaher@yahoo.com,+372 5437 5152,Tallinn,2022-06-05,,1975
3029,Hille,Põld,,+372 8493 3671,Tallinn,2024-11-03,,2002
3030,Pille,Tammik,pille.tammik@gmail.com,+372 8988 0424,Tallinn,2020-08-09,,1981
3031,Ragnar,Kask,ragnar.kask@hot.ee,+372 8550 2113,Haapsalu,2021-08-23,silver,1962
3032,Urmas,Tammik,urmas.tammik@gmail.com,+372 5919 0212,Kuressaare,2022-11-05,,1981
3033,Anna,Järv,anna.jarv@outlook.com,+372 5186 2936,Tartu,2022-04-08,silver,1985
3034,Sigrid,Puusepp,sigrid.puusepp@mail.ee,+372 5217 5680,Tallinn,2021-03-15,,2005
3035,Grete,Tamm,,+372 5777 7914,Haapsalu,2022-07-23,,1979
3036,Jaak,Veski,,+372 5366 8126,Valga,2023-06-09,gold,1993
3037,Rasmus,Kaalep,rasmus.kaalep@telia.ee,+372 5856 5456,Tallinn,2025-01-05,,1993
3038,Kristi,Must,kristi.must@outlook.com,+372 5500 6995,Tartu,2023-05-07,,1996
3039,Marika,Kask,marika.kask@mail.ee,+372 5507 0724,Viljandi,2025-02-07,gold,1994
3040,Kersti,Pärn,kersti.parn@outlook.com,+372 8874 1380,Paide,2024-10-01,,1970
3041,Urmas,Raid,urmas.raid@yahoo.com,+372 5231 9395,Tartu,2020-03-11,,1982
3042,Tarmo,Oja,tarmo.oja@hot.ee,+372 5696 2722,Tartu,2024-12-07,bronze,2000
3043,Hille,Raid,hille.raid@mail.ee,+372 8502 2703,Pärnu,2023-07-25,gold,1999
3044,Marit,Pihl,marit.pihl@telia.ee,+372 8761 8407,Tallinn,2022-06-16,,1995
3045,Indrek,Rand,indrek.rand@mail.ee,+372 5472 8134,Valga,2022-12-22,silver,1975
3046,Meelis,Põld,meelis.pold2@hot.ee,+372 8325 5486,Rakvere,2021-05-25,gold,1977
3047,Meelis,Kuusik,meelis.kuusik@hot.ee,+372 5389 9709,Tartu,2024-02-05,,1968
3048,Liina,Org,liina.org@yahoo.com,+372 5637 0851,Pärnu,2023-02-03,,1960
3049,Grete,Salu,grete.salu@telia.ee,+372 8758 4971,Tallinn,2021-10-02,gold,1974
3050,Heli,Hurt,heli.hurt@mail.ee,+372 5856 6866,Tallinn,2021-01-01,bronze,1965
3051,Tõnu,Must,tonu.must@hot.ee,+372 5690 9915,Tallinn,2024-10-24,silver,1970
3052,Piret,Talvik,piret.talvik@outlook.com,+372 5452 6159,Tallinn,2021-07-19,gold,1986
3053,Terje,Roots,terje.roots@outlook.com,+372 8837 5792,Tartu,2020-12-08,,1966
3054,Kalev,Kallas,kalev.kallas@yahoo.com,+372 8773 0331,Tartu,2024-12-18,,2005
3055,Margus,Arro,margus.arro@yahoo.com,+372 5542 4044,Tartu,2021-01-20,silver,1987
3056,Nele,Orav,nele.orav@hot.ee,+372 5925 0744,Tallinn,2024-07-12,silver,1973
3057,Priit,Lõoke,priit.looke@mail.ee,+372 8814 9812,Pärnu,2020-12-26,silver,1984
3058,Triin,Kaalep,,+372 5882 6175,Tallinn,2023-12-03,,1973
3059,Jaak,Tammik,jaak.tammik@mail.ee,+372 8351 4683,Tallinn,2024-07-27,,1961
3060,Meelis,Puusepp,meelis.puusepp@outlook.com,+372 8417 7189,Kuressaare,2024-04-23,,1998
3061,Ülle,Paju,ulle.paju@hot.ee,+372 5889 9597,Rakvere,2024-07-27,bronze,1966
3062,Ragnar,Kuusik,ragnar.kuusik@gmail.com,+372 5856 7027,Tartu,2021-07-25,,1966
3063,Ants,Salu,ants.salu@gmail.com,+372 5642 0438,Paide,2021-03-09,,1970
3064,Urmas,Värk,,+372 5231 7903,Tartu,2023-08-04,silver,1977
3065,Andres,Rebane,andres.rebane@mail.ee,+372 5835 5907,Haapsalu,2024-07-22,bronze,2003
3066,Tiit,Põld,tiit.pold@hot.ee,+372 5349 6670,Tallinn,2024-05-13,bronze,1992
3067,Heino,Puusepp,heino.puusepp@hot.ee,+372 5413 0937,Tartu,2021-11-15,gold,1968
3068,Jüri,Kukk,juri.kukk@mail.ee,+372 8770 2757,Kuressaare,2023-05-16,silver,1994
3069,Maie,Aas,maie.aas@outlook.com,+372 5965 6566,Tallinn,2024-03-21,bronze,1984
3070,Maie,Koppel,maie.koppel@hot.ee,+372 5630 4189,Tallinn,2020-09-10,silver,2004
3071,Maris,Toom,,+372 8817 5209,Pärnu,2023-03-17,silver,1980
3072,Erkki,Lepik,erkki.lepik@mail.ee,+372 5692 9991,Tallinn,2022-03-26,,1972
3073,Kristiina,Kuusk,,+372 5527 1536,Tallinn,2023-12-12,bronze,2005
3074,Piret,Roots,piret.roots@mail.ee,+372 5767 2923,Tartu,2021-06-14,,2000
3075,Triin,Toom,,+372 5285 9687,Tallinn,2024-12-15,bronze,1971
3076,Jüri,Kuusk,juri.kuusk@mail.ee,+372 5445 3830,Narva,2020-07-19,bronze,1993
3077,Kadri,Sild,kadri.sild@outlook.com,+372 5892 2296,Narva,2022-09-11,bronze,1995
3078,Väino,Valk,vaino.valk@yahoo.com,+372 8758 5877,Jõhvi,2025-02-21,silver,2005
3079,Jüri,Talvik,,+372 5218 3910,Tallinn,2023-07-31,bronze,1978
3080,Marika,Paas,marika.paas@yahoo.com,+372 5650 8872,Valga,2023-04-22,bronze,1996
3081,Kristiina,Oja,kristiina.oja@hot.ee,+372 5179 6092,Tallinn,2020-01-18,gold,1994
3082,Sander,Kangur,sander.kangur@outlook.com,+372 5574 3134,Tartu,2023-02-19,silver,2004
3083,Liis,Männik,liis.mannik@gmail.com,+372 8539 8999,Tallinn,2022-04-14,,1981
3084,Margus,Paas,,+372 5281 7133,Haapsalu,2022-05-20,,1971
3085,Liina,Tamm,liina.tamm@hot.ee,+372 5269 3112,Tallinn,2022-11-21,,1975
3086,Olev,Sepp,olev.sepp@outlook.com,+372 5307 4315,Rakvere,2023-08-31,,1978
3087,Marika,Luik,marika.luik@yahoo.com,+372 5605 5617,Tallinn,2024-06-28,silver,1975
3088,Heli,Paas,,+372 5873 0414,Võru,2020-04-28,silver,1977
3089,Kersti,Raid,kersti.raid@yahoo.com,+372 8850 0539,Tallinn,2024-02-09,gold,1988
3090,Raivo,Kuusk,raivo.kuusk@telia.ee,+372 8991 5893,Tallinn,2023-04-21,,1998
3091,Marika,Kuusik,,+372 5680 6295,Jõhvi,2024-03-10,gold,1999
3092,Jüri,Talvik,juri.talvik@outlook.com,+372 5528 4206,Narva,2025-01-02,,1979
3093,Nele,Kask,nele.kask@outlook.com,+372 5143 2501,Narva,2022-10-12,,1988
3094,Reet,Lõhmus,reet.lohmus@hot.ee,+372 5109 2731,Tallinn,2020-12-07,,1982
3095,Terje,Nurk,,+372 5187 8300,Tartu,2024-04-01,,1971
3096,Karin,Rand,karin.rand@outlook.com,+372 5388 8768,Valga,2021-10-07,gold,1988
3097,Reet,Lõoke,reet.looke@mail.ee,+372 5105 6577,Pärnu,2025-02-15,bronze,2004
3098,Ragnar,Tamm,ragnar.tamm@telia.ee,+372 5657 8321,Jõhvi,2023-05-11,gold,1971
3099,Jüri,Kõiv,juri.koiv@telia.ee,+372 5580 5551,Tartu,2020-12-15,silver,1985
3100,Kaido,Mitt,kaido.mitt@hot.ee,+372 8467 6649,Tallinn,2021-12-05,,2003
3101,Jüri,Liiv,juri.liiv@yahoo.com,+372 8545 8451,Kuressaare,2022-01-01,,1981
3102,Tarmo,Paas,tarmo.paas@hot.ee,+372 5355 6572,Tartu,2023-08-07,silver,1991
3103,Merle,Põld,merle.pold@mail.ee,+372 5193 9712,Tartu,2021-12-22,,1984
3104,Toomas,Sild,toomas.sild@hot.ee,+372 5284 5762,Tallinn,2024-08-03,silver,2001
3105,Raivo,Sild,raivo.sild@hot.ee,+372 5533 2118,Tallinn,2024-10-22,,1974
3106,Margus,Veski,margus.veski@outlook.com,+372 5543 6644,Tallinn,2020-09-09,silver,1997
3107,Laura,Mets,laura.mets@hot.ee,+372 5186 3557,Jõhvi,2021-04-28,,1969
3108,Piret,Kaalep,piret.kaalep@yahoo.com,+372 5341 4711,Tartu,2021-09-29,gold,1976
3109,Ülle,Lass,ulle.lass@yahoo.com,+372 5219 9114,Tallinn,2021-01-06,gold,1995
3110,Aivar,Raud,aivar.raud@gmail.com,+372 5749 0977,Tallinn,2022-12-24,bronze,1965
3111,Aivar,Rosin,aivar.rosin@yahoo.com,+372 5970 1346,Viljandi,2023-08-17,silver,1968
3112,Ragnar,Raid,ragnar.raid@outlook.com,+372 5865 6527,Tallinn,2020-11-22,gold,1996
3113,Merle,Saar,merle.saar@yahoo.com,+372 5596 9031,Kuressaare,2020-10-17,,1997
3114,Maris,Orav,maris.orav@outlook.com,+372 8654 0890,Narva,2021-03-23,,1968
3115,Ülle,Org,ulle.org@gmail.com,+372 5488 0729,Tartu,2020-08-03,silver,2005
3116,Tõnu,Paju,tonu.paju@mail.ee,+372 5128 1943,Tallinn,2024-02-22,bronze,1969
3117,Olev,Rosin,olev.rosin@mail.ee,+372 5306 2502,Tallinn,2024-10-26,,1990
3118,Siim,Toom,siim.toom@hot.ee,+372 5122 6665,Narva,2021-12-25,silver,2003
3119,Kristjan,Ilves,kristjan.ilves@yahoo.com,+372 5908 7261,Viljandi,2021-05-12,,2004
3120,Külli,Kallas,kulli.kallas@mail.ee,+372 5282 2361,Pärnu,2025-01-18,,1994
3121,Triin,Kuusik,triin.kuusik@yahoo.com,+372 8352 7164,Pärnu,2023-04-07,silver,1969
3122,Rain,Lõhmus,rain.lohmus@yahoo.com,+372 8365 8340,Tallinn,2022-08-30,bronze,1977
3123,Külli,Koppel,kulli.koppel@gmail.com,+372 8112 4795,Võru,2022-07-15,bronze,1995
3124,Liis,Aas,liis.aas@outlook.com,+372 5823 2357,Pärnu,2023-12-26,silver,1992
3125,Piret,Saar,piret.saar@gmail.com,+372 8136 2106,Tallinn,2022-11-07,bronze,1980
3126,Ülle,Raud,ulle.raud@yahoo.com,+372 8985 7949,Tallinn,2020-05-28,,2004
3127,Piret,Oja,,+372 5259 8987,Tallinn,2021-12-28,bronze,2004
3128,Kristjan,Paas,kristjan.paas@outlook.com,+372 5325 2056,Pärnu,2022-12-06,,1960
3129,Kalev,Teder,kalev.teder@gmail.com,+372 5908 0315,Narva,2023-07-24,,1973
3130,Rasmus,Kull,rasmus.kull@hot.ee,+372 8428 0363,Tartu,2022-05-27,bronze,1996
3131,Maris,Nurk,maris.nurk@yahoo.com,+372 5837 9378,Tartu,2021-09-26,,1969
3132,Kadri,Talvik,,+372 5699 4179,Narva,2020-05-06,,1987
3133,Ragnar,Lill,ragnar.lill@mail.ee,+372 5551 5835,Tallinn,2022-03-04,silver,1994
3134,Sandra,Kukk,sandra.kukk@telia.ee,+372 5184 7478,Tallinn,2022-11-02,,1984
3135,Raivo,Org,raivo.org@yahoo.com,+372 5776 7400,Narva,2022-09-28,bronze,1997
3136,Meelis,Lass,meelis.lass@gmail.com,+372 5178 7334,Pärnu,2021-01-21,,1966
3137,Aivar,Järv,aivar.jarv@gmail.com,+372 5546 3850,Tallinn,2021-10-21,,1966
3138,Meelis,Tamm,,+372 5671 8663,Pärnu,2021-09-30,silver,2000
3139,Reet,Rebane,reet.rebane@yahoo.com,+372 5563 1162,Viljandi,2024-09-09,silver,1965
3140,Urmas,Männik,urmas.mannik@telia.ee,+372 5345 5975,Tallinn,2021-04-02,gold,1990
3141,Peeter,Lass,peeter.lass@hot.ee,+372 8476 8253,Tallinn,2025-01-03,silver,1997
3142,Mihkel,Raid,mihkel.raid@telia.ee,+372 5141 2219,Haapsalu,2022-09-06,silver,1980
3143,Sirje,Aas,sirje.aas@outlook.com,+372 5756 9490,Pärnu,2020-12-18,gold,2003
3144,Väino,Kallas,vaino.kallas@outlook.com,+372 5641 1639,Tartu,2023-06-25,bronze,1974
3145,Madis,Raid,madis.raid@mail.ee,+372 8443 1508,Jõhvi,2023-02-13,silver,1970
3146,Raivo,Kõiv,raivo.koiv@mail.ee,+372 5829 9839,Tallinn,2022-03-07,,1998
3147,Lea,Mets,,+372 5887 5911,Tartu,2023-04-11,silver,1985
3148,Merle,Mitt,,+372 8467 1572,Tallinn,2024-03-10,,1973
3149,Rasmus,Luik,rasmus.luik@mail.ee,+372 5600 4211,Tallinn,2025-01-11,,1984
3150,Aili,Vaher,,+372 5521 4417,Viljandi,2020-11-01,gold,1973
3151,Tiina,Must,tiina.must@hot.ee,+372 5670 4773,Rakvere,2020-03-04,,1980
3152,Toomas,Saar,toomas.saar@telia.ee,+372 8755 1766,Tartu,2022-12-23,bronze,2000
3153,Madis,Männik,madis.mannik@yahoo.com,+372 5344 4599,Viljandi,2022-03-22,silver,1980
3154,Külli,Kivi,kulli.kivi@yahoo.com,+372 5370 7309,Kuressaare,2022-12-25,,1972
3155,Elis,Veski,elis.veski@outlook.com,+372 5211 9261,Tallinn,2025-02-10,bronze,1997
3156,Taavi,Hurt,taavi.hurt@gmail.com,+372 8555 6505,Tartu,2024-05-25,,1961
3157,Margus,Raid,margus.raid@yahoo.com,+372 5943 8874,Tallinn,2025-02-20,,1969
3158,Henri,Veski,henri.veski@gmail.com,+372 8978 0956,Tallinn,2024-05-18,bronze,1963
3159,Ene,Tamm,ene.tamm@telia.ee,+372 5396 7901,Tallinn,2023-07-12,gold,2003
3160,Annika,Lepp,annika.lepp@gmail.com,+372 8381 0658,Tartu,2020-10-06,,1966
3161,Ülle,Koppel,ulle.koppel@hot.ee,+372 8144 5899,Pärnu,2022-06-01,silver,1973
3162,Lauri,Saar,lauri.saar@mail.ee,+372 5868 2331,Tartu,2024-07-21,bronze,2000
3163,Maie,Mitt,maie.mitt@telia.ee,+372 8200 2899,Tallinn,2022-07-28,,1966
3164,Kati,Org,kati.org@yahoo.com,+372 8532 8052,Rakvere,2022-06-01,,1979
3165,Rasmus,Arro,rasmus.arro@outlook.com,+372 5410 6555,Tallinn,2022-04-29,gold,2000
3166,Terje,Lill,,+372 8635 8234,Narva,2021-06-14,,2003
3167,Ago,Kõiv,ago.koiv@gmail.com,+372 8379 6960,Tallinn,2023-08-19,bronze,1988
3168,Merike,Lass,merike.lass@yahoo.com,+372 5127 3202,Pärnu,2024-03-15,bronze,1973
3169,Katrin,Liiv,,+372 5651 0676,Tartu,2024-05-24,bronze,1997
3170,Eha,Puusepp,eha.puusepp@mail.ee,+372 5978 7357,Tallinn,2022-10-01,,1975
3171,Triin,Valk,triin.valk@gmail.com,+372 5655 9359,Rakvere,2024-06-04,silver,1961
3172,Karin,Paas,karin.paas@mail.ee,+372 5822 3490,Tallinn,2020-06-23,bronze,1992
3173,Erkki,Mets,erkki.mets@gmail.com,+372 5469 6266,Tartu,2024-07-10,,1963
3174,Riina,Lepp,riina.lepp2@outlook.com,+372 8719 5845,Tartu,2024-04-24,bronze,1971
3175,Marika,Kõiv,marika.koiv@gmail.com,+372 5813 5378,Tallinn,2021-08-03,,1969
3176,Taavi,Järv,,+372 8519 4578,Tartu,2024-03-21,,1973
3177,Rasmus,Kallas,rasmus.kallas@mail.ee,+372 5462 5651,Tallinn,2020-04-13,silver,1962
3178,Taavi,Värk,taavi.vark@outlook.com,+372 5221 5536,Narva,2022-03-23,,1971
3179,Aivar,Lill,aivar.lill@mail.ee,+372 8993 2424,Tartu,2022-10-05,gold,1998
3180,Liis,Lepp,liis.lepp@outlook.com,+372 8359 3604,Tallinn,2023-02-16,bronze,1985
3181,Terje,Roots,terje.roots@mail.ee,+372 5853 8221,Tallinn,2024-11-09,gold,2005
3182,Marko,Lass,marko.lass@mail.ee,+372 5638 9696,Tallinn,2020-02-06,gold,1994
3183,Meelis,Kaalep,meelis.kaalep@yahoo.com,+372 5757 3933,Tallinn,2022-03-09,bronze,2003
3184,Kati,Sepp,kati.sepp@hot.ee,+372 5607 2449,Tartu,2023-04-04,gold,1994
3185,Kati,Rebane,kati.rebane@gmail.com,+372 8109 4042,Rakvere,2022-10-07,bronze,1972
3186,Urmas,Värk,urmas.vark2@outlook.com,+372 8580 7145,Narva,2020-09-09,bronze,1981
3187,Ago,Roots,ago.roots@gmail.com,+372 8758 0216,Tartu,2021-09-28,silver,1989
3188,Maris,Veski,maris.veski@mail.ee,+372 5704 6859,Tallinn,2023-10-22,silver,1967
3189,Ago,Kuusk,ago.kuusk@yahoo.com,+372 5904 6582,Jõhvi,2024-07-18,,1999
3190,Liina,Sepp,,+372 5209 0904,Tallinn,2024-10-01,,2002
3191,Ülle,Paas,ulle.paas@telia.ee,+372 5131 3803,Haapsalu,2024-02-07,,1998
3192,Sigrid,Kuusik,sigrid.kuusik@yahoo.com,+372 5818 9835,Kuressaare,2021-01-28,,1984
3193,Sander,Talvik,sander.talvik@mail.ee,+372 8594 9481,Tallinn,2024-11-26,bronze,1995
3194,Kadri,Mets,kadri.mets@mail.ee,+372 5180 5136,Narva,2020-08-04,,1968
3195,Triin,Nõmm,triin.nomm@outlook.com,+372 5716 3023,Rakvere,2023-10-11,,1990
3196,Nele,Lass,nele.lass@mail.ee,+372 5499 3738,Tartu,2020-08-14,gold,2005
3197,Sander,Lill,sander.lill@outlook.com,+372 5696 3760,Tartu,2021-02-22,silver,1977
3198,Hille,Järv,hille.jarv@mail.ee,+372 5418 3406,Pärnu,2020-01-22,,1989
3199,Indrek,Aas,indrek.aas@yahoo.com,+372 8197 3172,Tartu,2022-06-20,silver,1961
3200,Olev,Pihl,olev.pihl@hot.ee,+372 8686 8040,Narva,2023-10-04,,1968
3201,Ago,Kukk,ago.kukk@outlook.com,+372 8933 4806,Tartu,2020-02-03,gold,1962
3202,Indrek,Värk,indrek.vark@hot.ee,+372 8207 8526,Tallinn,2024-08-22,,1979
3203,Raivo,Paju,raivo.paju@telia.ee,+372 5394 5256,Tallinn,2023-01-23,bronze,2004
3204,Urmas,Kangur,urmas.kangur@yahoo.com,+372 5344 5138,Tallinn,2023-03-14,silver,1974
3205,Katrin,Kallas,katrin.kallas@hot.ee,+372 8490 9138,Viljandi,2024-07-09,,1965
3206,Indrek,Laas,indrek.laas@outlook.com,+372 5616 1936,Tallinn,2020-01-08,,1976
3207,Kevin,Kangur,kevin.kangur@gmail.com,+372 5255 8884,Tartu,2022-11-07,,1971
3208,Urmas,Pärn,urmas.parn@telia.ee,+372 5178 0122,Võru,2024-04-09,,1986
3209,Grete,Mets,grete.mets@outlook.com,+372 8441 8846,Valga,2024-06-24,bronze,1998
3210,Sandra,Org,sandra.org@hot.ee,+372 5258 1024,Pärnu,2023-07-23,gold,1994
3211,Anu,Lepp,anu.lepp@hot.ee,+372 5767 8803,Narva,2024-05-09,,1971
3212,Kadri,Aas,kadri.aas@mail.ee,+372 8726 7629,Tallinn,2021-08-10,silver,2004
3213,Elis,Kivi,,+372 8949 0632,Tallinn,2021-07-10,,2004
3214,Heli,Lõoke,heli.looke@outlook.com,+372 5324 2525,Pärnu,2022-05-01,,1992
3215,Maris,Rebane,maris.rebane@outlook.com,+372 5927 9944,Pärnu,2024-12-17,,2000
3216,Marit,Mägi,,+372 5824 5665,Tallinn,2024-08-01,bronze,1974
3217,Meelis,Männik,meelis.mannik@outlook.com,+372 5603 1750,Tallinn,2023-01-18,bronze,1989
3218,Eha,Raid,eha.raid@outlook.com,+372 5524 5255,Jõhvi,2020-03-21,,1998
3219,Kalev,Raud,kalev.raud@telia.ee,+372 8533 1609,Tallinn,2024-03-14,,1993
3220,Sigrid,Toom,sigrid.toom@yahoo.com,+372 5770 8018,Pärnu,2025-02-15,,1977
3221,Marko,Oja,marko.oja@hot.ee,+372 5628 6396,Tallinn,2022-08-29,silver,1992
3222,Olev,Paju,olev.paju@mail.ee,+372 5325 2099,Narva,2020-01-20,,2001
3223,Nele,Teder,nele.teder@gmail.com,+372 5461 9167,Pärnu,2021-12-25,gold,1998
3224,Hille,Paas,hille.paas@mail.ee,+372 5111 8582,Tartu,2022-03-06,silver,1993
3225,Maris,Raid,maris.raid@outlook.com,+372 5160 6503,Tartu,2021-03-31,,1980
3226,Grete,Koppel,grete.koppel@gmail.com,+372 5388 3099,Tallinn,2024-08-03,bronze,1986
3227,Rein,Roots,rein.roots@yahoo.com,+372 8822 1407,Viljandi,2022-01-23,,1997
3228,Liis,Kask,liis.kask@telia.ee,+372 8112 4169,Tallinn,2020-07-18,gold,1964
3229,Merike,Sild,,+372 5559 5858,Tallinn,2022-01-05,gold,1963
3230,Kersti,Orav,kersti.orav@gmail.com,+372 8952 3017,Tallinn,2021-11-11,gold,1991
3231,Merike,Pihl,,+372 8517 9614,Valga,2020-03-28,,2004
3232,Merle,Vaher,merle.vaher@telia.ee,+372 8885 6570,Tallinn,2022-09-10,,1978
3233,Marika,Lepp,marika.lepp@yahoo.com,+372 8920 1749,Tartu,2023-06-22,,1974
3234,Aili,Kangur,,+372 8450 8304,Pärnu,2024-04-19,bronze,1964
3235,Madis,Liiv,madis.liiv2@gmail.com,+372 5333 2408,Pärnu,2021-08-11,,1960
3236,Margus,Puusepp,margus.puusepp@yahoo.com,+372 5760 0642,Rakvere,2022-05-21,bronze,1968
3237,Elis,Tamm,elis.tamm@telia.ee,+372 8277 8361,Pärnu,2023-11-17,bronze,1994
3238,Hille,Kuusk,,+372 5389 0670,Narva,2023-08-23,gold,1992
3239,Annika,Lõhmus,annika.lohmus@telia.ee,+372 5962 4411,Tallinn,2020-07-12,,1995
